module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.2.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.000293634471807604
model.language_model.layers.3.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0003042287770210208
model.language_model.layers.3.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00019069609781965485
model.language_model.layers.4.self_attn.q_proj,dense_nvfp4,sparse_bf16,-0.050864999999999994,0.0001332192515299166
model.language_model.layers.4.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.00039176895645523063
model.language_model.layers.5.self_attn.o_proj,dense_bf16,sparse_bf16,-0.396883,0.0005163117722072907
model.language_model.layers.5.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.000219839396982868
model.language_model.layers.6.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.00044772139993489016
model.language_model.layers.6.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.00039282551341302614
model.language_model.layers.6.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00023562920422758174
model.language_model.layers.7.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004508895039555941
model.language_model.layers.7.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004468483882076787
model.language_model.layers.7.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00024141702872405277
model.language_model.layers.8.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00021507523519575644
model.language_model.layers.9.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00022469251165499428
model.language_model.layers.10.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.0002215212341056443
model.language_model.layers.12.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.0002437468898715113
model.language_model.layers.14.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004609708954379818
model.language_model.layers.15.self_attn.v_proj,dense_bf16,sparse_bf16,-0.396883,0.0005330934235824421
model.language_model.layers.15.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.00046517300308292024
model.language_model.layers.16.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004697434145491899
model.language_model.layers.17.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00019773340337253255
model.language_model.layers.18.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0003384825113901038
model.language_model.layers.18.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.0001785725868137301
model.language_model.layers.19.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004695173970166316
model.language_model.layers.19.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0004210174500920566
model.language_model.layers.20.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.00038274732215221524
model.language_model.layers.21.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0002967063634796606
model.language_model.layers.21.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00025269775347508004
model.language_model.layers.22.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.0002616960720302598
model.language_model.layers.23.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.00039923085984795584
model.language_model.layers.23.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.0002502526218299109
model.language_model.layers.25.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0003916001134394074
model.language_model.layers.25.mlp.down_proj,dense_bf16,sparse_bf16,-0.9473247668449237,0.0007209236123981395
model.language_model.layers.26.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.2128382221783508,0.00027144579197898254
model.language_model.layers.27.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.00026022594479553423
model.language_model.layers.28.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0002931584001626731
model.language_model.layers.30.self_attn.o_proj,dense_bf16,dense_nvfp4,-0.346018,0.0002867084740024893
model.language_model.layers.31.self_attn.v_proj,dense_bf16,dense_nvfp4,-0.346018,0.0002983851719291301
