conversion_ms,decode_ms,decode_predictor,decode_runtime,k,module_name,module_type,n,prefill_ms,prefill_predictor,prefill_runtime,row_type,selected_conversion_ms,selected_decode_ms,selected_decode_predictor,selected_decode_runtime,selected_prefill_ms,selected_prefill_predictor,selected_prefill_runtime,selected_total_ms,total_ms
0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.4.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,15.415742050364418
0,0.0845197670826681,sparse_bf16,sparse_bf16,4096,model.layers.4.mlp.gate_up_proj,gate_up_proj,22016,12.840345826855177,sparse_bf16,sparse_bf16,candidate,,,,,,,,,19.601927193468626
0.6996014457361235,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.4.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,44.833554422878166
0.6622379971698236,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.4.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,35.09927650349827
,,,,4096,model.layers.4.mlp.gate_up_proj,gate_up_proj,22016,,,,selected,0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,10.814359942784336,dense_nvfp4,dense_nvfp4,15.415742050364418,
0,0.08284764699232586,dense_bf16,dense_bf16,11008,model.layers.4.mlp.down_proj,down_proj,4096,14.508500337968448,dense_bf16,dense_bf16,candidate,,,,,,,,,21.136312097354516
0.03614600731491637,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.4.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,21.672932299764508
0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.4.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,12.60191781879031
0,0.1486742440107049,sparse_bf16,sparse_bf16,11008,model.layers.4.mlp.down_proj,down_proj,4096,6.54449617500495,sparse_bf16,sparse_bf16,candidate,,,,,,,,,18.438435695861344
0.5994481990609121,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.4.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.517402766075456
0.5633021917459957,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.4.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,18.846940086040345
,,,,11008,model.layers.4.mlp.down_proj,down_proj,4096,,,,selected,0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,8.76600326542175,dense_nvfp4,dense_nvfp4,12.60191781879031,
0,0.08817229970707204,dense_bf16,dense_bf16,4096,model.layers.5.self_attn.qkv_proj,qkv_proj,12288,16.19034192308412,dense_bf16,dense_bf16,candidate,,,,,,,,,23.24412589964988
0.03610966438594391,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.5.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,19.162114722830957
0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.5.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,11.031743642368728
0,0.06100314743811222,sparse_bf16,sparse_bf16,4096,model.layers.5.self_attn.qkv_proj,qkv_proj,12288,7.214887617485135,sparse_bf16,sparse_bf16,candidate,,,,,,,,,12.095139412534113
0.6123426335897382,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.5.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.884139157424777
0.5762329692037943,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.5.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,20.141425443372807
,,,,4096,model.layers.5.self_attn.qkv_proj,qkv_proj,12288,,,,selected,0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,7.279230809969526,dense_nvfp4,dense_nvfp4,11.031743642368728,
0,0.033363,dense_bf16,dense_bf16,4096,model.layers.5.self_attn.o_proj,o_proj,4096,5.440891276787584,dense_bf16,dense_bf16,candidate,,,,,,,,,8.109931276787584
0.0354415,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.5.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,13.831973480415927
0.485563,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.5.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,6.621374980415928
0,0.064768,sparse_bf16,sparse_bf16,4096,model.layers.5.self_attn.o_proj,o_proj,4096,2.4142079497247098,sparse_bf16,sparse_bf16,candidate,,,,,,,,,7.59564794972471
0.485563,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.5.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,16.49544024019255
0.4501215,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.5.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,8.799278740192552
,,,,4096,model.layers.5.self_attn.o_proj,o_proj,4096,,,,selected,0.485563,0.036086,marlin_nvfp4,w4a16_ours,3.248931980415928,dense_nvfp4,dense_nvfp4,6.621374980415928,
0,0.13984118095012454,dense_bf16,dense_bf16,4096,model.layers.5.mlp.gate_up_proj,gate_up_proj,22016,29.15793333692407,dense_bf16,dense_bf16,candidate,,,,,,,,,40.345227812934034
0.03736344856629997,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.5.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,24.450418524008196
0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.5.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,15.415742050364418
0,0.0845197670826681,sparse_bf16,sparse_bf16,4096,model.layers.5.mlp.gate_up_proj,gate_up_proj,22016,12.840345826855177,sparse_bf16,sparse_bf16,candidate,,,,,,,,,19.601927193468626
0.6996014457361235,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.5.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,44.833554422878166
0.6622379971698236,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.5.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,35.09927650349827
,,,,4096,model.layers.5.mlp.gate_up_proj,gate_up_proj,22016,,,,selected,0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,10.814359942784336,dense_nvfp4,dense_nvfp4,15.415742050364418,
0,0.08284764699232586,dense_bf16,dense_bf16,11008,model.layers.5.mlp.down_proj,down_proj,4096,14.508500337968448,dense_bf16,dense_bf16,candidate,,,,,,,,,21.136312097354516
0.03614600731491637,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.5.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,21.672932299764508
0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.5.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,12.60191781879031
0,0.1486742440107049,sparse_bf16,sparse_bf16,11008,model.layers.5.mlp.down_proj,down_proj,4096,6.54449617500495,sparse_bf16,sparse_bf16,candidate,,,,,,,,,18.438435695861344
0.5994481990609121,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.5.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.517402766075456
0.5633021917459957,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.5.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,18.846940086040345
,,,,11008,model.layers.5.mlp.down_proj,down_proj,4096,,,,selected,0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,8.76600326542175,dense_nvfp4,dense_nvfp4,12.60191781879031,
0,0.08817229970707204,dense_bf16,dense_bf16,4096,model.layers.6.self_attn.qkv_proj,qkv_proj,12288,16.19034192308412,dense_bf16,dense_bf16,candidate,,,,,,,,,23.24412589964988
0.03610966438594391,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.6.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,19.162114722830957
0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.6.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,11.031743642368728
0,0.06100314743811222,sparse_bf16,sparse_bf16,4096,model.layers.6.self_attn.qkv_proj,qkv_proj,12288,7.214887617485135,sparse_bf16,sparse_bf16,candidate,,,,,,,,,12.095139412534113
0.6123426335897382,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.6.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.884139157424777
0.5762329692037943,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.6.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,20.141425443372807
,,,,4096,model.layers.6.self_attn.qkv_proj,qkv_proj,12288,,,,selected,0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,7.279230809969526,dense_nvfp4,dense_nvfp4,11.031743642368728,
0,0.033363,dense_bf16,dense_bf16,4096,model.layers.6.self_attn.o_proj,o_proj,4096,5.440891276787584,dense_bf16,dense_bf16,candidate,,,,,,,,,8.109931276787584
0.0354415,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.6.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,13.831973480415927
0.485563,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.6.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,6.621374980415928
0,0.064768,sparse_bf16,sparse_bf16,4096,model.layers.6.self_attn.o_proj,o_proj,4096,2.4142079497247098,sparse_bf16,sparse_bf16,candidate,,,,,,,,,7.59564794972471
0.485563,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.6.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,16.49544024019255
0.4501215,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.6.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,8.799278740192552
,,,,4096,model.layers.6.self_attn.o_proj,o_proj,4096,,,,selected,0.485563,0.036086,marlin_nvfp4,w4a16_ours,3.248931980415928,dense_nvfp4,dense_nvfp4,6.621374980415928,
0,0.13984118095012454,dense_bf16,dense_bf16,4096,model.layers.6.mlp.gate_up_proj,gate_up_proj,22016,29.15793333692407,dense_bf16,dense_bf16,candidate,,,,,,,,,40.345227812934034
0.03736344856629997,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.6.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,24.450418524008196
0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.6.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,15.415742050364418
0,0.0845197670826681,sparse_bf16,sparse_bf16,4096,model.layers.6.mlp.gate_up_proj,gate_up_proj,22016,12.840345826855177,sparse_bf16,sparse_bf16,candidate,,,,,,,,,19.601927193468626
0.6996014457361235,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.6.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,44.833554422878166
0.6622379971698236,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.6.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,35.09927650349827
,,,,4096,model.layers.6.mlp.gate_up_proj,gate_up_proj,22016,,,,selected,0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,10.814359942784336,dense_nvfp4,dense_nvfp4,15.415742050364418,
0,0.08284764699232586,dense_bf16,dense_bf16,11008,model.layers.6.mlp.down_proj,down_proj,4096,14.508500337968448,dense_bf16,dense_bf16,candidate,,,,,,,,,21.136312097354516
0.03614600731491637,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.6.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,21.672932299764508
0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.6.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,12.60191781879031
0,0.1486742440107049,sparse_bf16,sparse_bf16,11008,model.layers.6.mlp.down_proj,down_proj,4096,6.54449617500495,sparse_bf16,sparse_bf16,candidate,,,,,,,,,18.438435695861344
0.5994481990609121,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.6.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.517402766075456
0.5633021917459957,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.6.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,18.846940086040345
,,,,11008,model.layers.6.mlp.down_proj,down_proj,4096,,,,selected,0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,8.76600326542175,dense_nvfp4,dense_nvfp4,12.60191781879031,
0,0.08817229970707204,dense_bf16,dense_bf16,4096,model.layers.7.self_attn.qkv_proj,qkv_proj,12288,16.19034192308412,dense_bf16,dense_bf16,candidate,,,,,,,,,23.24412589964988
0.03610966438594391,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.7.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,19.162114722830957
0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.7.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,11.031743642368728
0,0.06100314743811222,sparse_bf16,sparse_bf16,4096,model.layers.7.self_attn.qkv_proj,qkv_proj,12288,7.214887617485135,sparse_bf16,sparse_bf16,candidate,,,,,,,,,12.095139412534113
0.6123426335897382,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.7.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.884139157424777
0.5762329692037943,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.7.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,20.141425443372807
,,,,4096,model.layers.7.self_attn.qkv_proj,qkv_proj,12288,,,,selected,0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,7.279230809969526,dense_nvfp4,dense_nvfp4,11.031743642368728,
0,0.033363,dense_bf16,dense_bf16,4096,model.layers.7.self_attn.o_proj,o_proj,4096,5.440891276787584,dense_bf16,dense_bf16,candidate,,,,,,,,,8.109931276787584
0.0354415,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.7.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,13.831973480415927
0.485563,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.7.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,6.621374980415928
0,0.064768,sparse_bf16,sparse_bf16,4096,model.layers.7.self_attn.o_proj,o_proj,4096,2.4142079497247098,sparse_bf16,sparse_bf16,candidate,,,,,,,,,7.59564794972471
0.485563,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.7.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,16.49544024019255
0.4501215,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.7.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,8.799278740192552
,,,,4096,model.layers.7.self_attn.o_proj,o_proj,4096,,,,selected,0.485563,0.036086,marlin_nvfp4,w4a16_ours,3.248931980415928,dense_nvfp4,dense_nvfp4,6.621374980415928,
0,0.13984118095012454,dense_bf16,dense_bf16,4096,model.layers.7.mlp.gate_up_proj,gate_up_proj,22016,29.15793333692407,dense_bf16,dense_bf16,candidate,,,,,,,,,40.345227812934034
0.03736344856629997,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.7.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,24.450418524008196
0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.7.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,15.415742050364418
0,0.0845197670826681,sparse_bf16,sparse_bf16,4096,model.layers.7.mlp.gate_up_proj,gate_up_proj,22016,12.840345826855177,sparse_bf16,sparse_bf16,candidate,,,,,,,,,19.601927193468626
0.6996014457361235,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.7.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,44.833554422878166
0.6622379971698236,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.7.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,35.09927650349827
,,,,4096,model.layers.7.mlp.gate_up_proj,gate_up_proj,22016,,,,selected,0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,10.814359942784336,dense_nvfp4,dense_nvfp4,15.415742050364418,
0,0.08284764699232586,dense_bf16,dense_bf16,11008,model.layers.7.mlp.down_proj,down_proj,4096,14.508500337968448,dense_bf16,dense_bf16,candidate,,,,,,,,,21.136312097354516
0.03614600731491637,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.7.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,21.672932299764508
0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.7.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,12.60191781879031
0,0.1486742440107049,sparse_bf16,sparse_bf16,11008,model.layers.7.mlp.down_proj,down_proj,4096,6.54449617500495,sparse_bf16,sparse_bf16,candidate,,,,,,,,,18.438435695861344
0.5994481990609121,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.7.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.517402766075456
0.5633021917459957,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.7.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,18.846940086040345
,,,,11008,model.layers.7.mlp.down_proj,down_proj,4096,,,,selected,0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,8.76600326542175,dense_nvfp4,dense_nvfp4,12.60191781879031,
0,0.08817229970707204,dense_bf16,dense_bf16,4096,model.layers.8.self_attn.qkv_proj,qkv_proj,12288,16.19034192308412,dense_bf16,dense_bf16,candidate,,,,,,,,,23.24412589964988
0.03610966438594391,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.8.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,19.162114722830957
0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.8.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,11.031743642368728
0,0.06100314743811222,sparse_bf16,sparse_bf16,4096,model.layers.8.self_attn.qkv_proj,qkv_proj,12288,7.214887617485135,sparse_bf16,sparse_bf16,candidate,,,,,,,,,12.095139412534113
0.6123426335897382,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.8.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.884139157424777
0.5762329692037943,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.8.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,20.141425443372807
,,,,4096,model.layers.8.self_attn.qkv_proj,qkv_proj,12288,,,,selected,0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,7.279230809969526,dense_nvfp4,dense_nvfp4,11.031743642368728,
0,0.033363,dense_bf16,dense_bf16,4096,model.layers.8.self_attn.o_proj,o_proj,4096,5.440891276787584,dense_bf16,dense_bf16,candidate,,,,,,,,,8.109931276787584
0.0354415,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.8.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,13.831973480415927
0.485563,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.8.self_attn.o_proj,o_proj,4096,3.248931980415928,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,6.621374980415928
0,0.064768,sparse_bf16,sparse_bf16,4096,model.layers.8.self_attn.o_proj,o_proj,4096,2.4142079497247098,sparse_bf16,sparse_bf16,candidate,,,,,,,,,7.59564794972471
0.485563,0.131845,dense_nvfp4,dense_nvfp4,4096,model.layers.8.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,16.49544024019255
0.4501215,0.036086,marlin_nvfp4,w4a16_ours,4096,model.layers.8.self_attn.o_proj,o_proj,4096,5.462277240192552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,8.799278740192552
,,,,4096,model.layers.8.self_attn.o_proj,o_proj,4096,,,,selected,0.485563,0.036086,marlin_nvfp4,w4a16_ours,3.248931980415928,dense_nvfp4,dense_nvfp4,6.621374980415928,
0,0.13984118095012454,dense_bf16,dense_bf16,4096,model.layers.8.mlp.gate_up_proj,gate_up_proj,22016,29.15793333692407,dense_bf16,dense_bf16,candidate,,,,,,,,,40.345227812934034
0.03736344856629997,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.8.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,24.450418524008196
0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.8.mlp.gate_up_proj,gate_up_proj,22016,10.814359942784336,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,15.415742050364418
0,0.0845197670826681,sparse_bf16,sparse_bf16,4096,model.layers.8.mlp.gate_up_proj,gate_up_proj,22016,12.840345826855177,sparse_bf16,sparse_bf16,candidate,,,,,,,,,19.601927193468626
0.6996014457361235,0.1699836891582195,dense_nvfp4,dense_nvfp4,4096,model.layers.8.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,44.833554422878166
0.6622379971698236,0.0487722582730495,marlin_nvfp4,w4a16_ours,4096,model.layers.8.mlp.gate_up_proj,gate_up_proj,22016,30.535257844484484,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,35.09927650349827
,,,,4096,model.layers.8.mlp.gate_up_proj,gate_up_proj,22016,,,,selected,0.6996014457361235,0.0487722582730495,marlin_nvfp4,w4a16_ours,10.814359942784336,dense_nvfp4,dense_nvfp4,15.415742050364418,
0,0.08284764699232586,dense_bf16,dense_bf16,11008,model.layers.8.mlp.down_proj,down_proj,4096,14.508500337968448,dense_bf16,dense_bf16,candidate,,,,,,,,,21.136312097354516
0.03614600731491637,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.8.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,21.672932299764508
0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.8.mlp.down_proj,down_proj,4096,8.76600326542175,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,12.60191781879031
0,0.1486742440107049,sparse_bf16,sparse_bf16,11008,model.layers.8.mlp.down_proj,down_proj,4096,6.54449617500495,sparse_bf16,sparse_bf16,candidate,,,,,,,,,18.438435695861344
0.5994481990609121,0.16088478783784804,dense_nvfp4,dense_nvfp4,11008,model.layers.8.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.517402766075456
0.5633021917459957,0.040455829428845604,marlin_nvfp4,w4a16_ours,11008,model.layers.8.mlp.down_proj,down_proj,4096,15.0471715399867,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,18.846940086040345
,,,,11008,model.layers.8.mlp.down_proj,down_proj,4096,,,,selected,0.5994481990609121,0.040455829428845604,marlin_nvfp4,w4a16_ours,8.76600326542175,dense_nvfp4,dense_nvfp4,12.60191781879031,
0,0.08817229970707204,dense_bf16,dense_bf16,4096,model.layers.9.self_attn.qkv_proj,qkv_proj,12288,16.19034192308412,dense_bf16,dense_bf16,candidate,,,,,,,,,23.24412589964988
0.03610966438594391,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.9.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,19.162114722830957
0.6123426335897382,0.03925212748511828,marlin_nvfp4,w4a16_ours,4096,model.layers.9.self_attn.qkv_proj,qkv_proj,12288,7.279230809969526,dense_nvfp4,dense_nvfp4,candidate,,,,,,,,,11.031743642368728
0,0.06100314743811222,sparse_bf16,sparse_bf16,4096,model.layers.9.self_attn.qkv_proj,qkv_proj,12288,7.214887617485135,sparse_bf16,sparse_bf16,candidate,,,,,,,,,12.095139412534113
0.6123426335897382,0.14808467810594358,dense_nvfp4,dense_nvfp4,4096,model.layers.9.self_attn.qkv_proj,qkv_proj,12288,16.425022275359552,marlin_nvfp4,w4a16_ours,candidate,,,,,,,,,28.884139157424777
