module_index,module_name,layer,layer_bucket,module_type,module_family,in_features,out_features,numel,weight_mean,weight_std,weight_abs_mean,weight_abs_max,weight_outlier_ratio_6x,weight_row_norm_mean,weight_row_norm_max,weight_col_norm_mean,weight_col_norm_max,activation_mean,activation_std,activation_abs_mean,activation_abs_max,activation_outlier_ratio_6x_weight_mean
13,model.layers.1.mlp.up_proj,1,layers_00_07,up_proj,mlp,4096,11008,45088768,2.9008729143242817e-06,0.01715322770178318,0.013632573187351227,0.40625,5.646638965117745e-05,1.0958995819091797,6.630151748657227,1.7981634140014648,1.8594547510147095,0.00029611491186187777,0.07066705707808055,0.0538175510300789,2.8125,0.2187538482248783
14,model.layers.1.mlp.down_proj,1,layers_00_07,down_proj,mlp,11008,4096,45088768,1.2587092896865215e-06,0.017402512952685356,0.01383957453072071,1.5625,5.183109169593081e-05,1.8237709999084473,5.466677665710449,1.113409399986267,1.8208850622177124,0.00030435160848821057,0.6890299734254686,0.0042941806090692446,1704.0,0.0010780955469885537
15,model.layers.2.self_attn.q_proj,2,layers_00_07,q_proj,attention,4096,4096,16777216,7.377476322290022e-06,0.026620423421263695,0.01950262300670147,1.1015625,0.0009596347808837891,1.5793501138687134,3.2349860668182373,1.6977962255477905,8.80687141418457,0.0009628680469973006,0.2165522427923867,0.112809355603531,8.0625,0.34745755419135094
16,model.layers.2.self_attn.k_proj,2,layers_00_07,k_proj,attention,4096,4096,16777216,6.946958137632464e-07,0.027999762445688248,0.020044244825839996,0.373046875,0.0015523433685302734,1.6223021745681763,4.233816623687744,1.7872180938720703,5.622692584991455,0.0009628680469973006,0.2165522427923867,0.112809355603531,8.0625,0.33468784391880035
17,model.layers.2.self_attn.v_proj,2,layers_00_07,v_proj,attention,4096,4096,16777216,-6.428516599044087e-07,0.014338220469653606,0.011337974108755589,0.1474609375,1.5914440155029297e-05,0.9128499627113342,1.47398042678833,0.9150398373603821,0.9969237446784973,0.0009628680469973006,0.2165522427923867,0.112809355603531,8.0625,0.5745388604700565
18,model.layers.2.self_attn.o_proj,2,layers_00_07,o_proj,attention,4096,4096,16777216,-2.7795756523119053e-06,0.013906832784414291,0.010964076034724712,0.60546875,0.00021153688430786133,0.886016845703125,5.133947849273682,0.8857702612876892,1.2039011716842651,1.520601625948359e-05,0.0169040283865609,0.0079057367038331,1.1171875,0.011569488793611526
19,model.layers.2.mlp.gate_proj,2,layers_00_07,gate_proj,mlp,4096,11008,45088768,1.3669155123352539e-05,0.018728937953710556,0.014912698417901993,0.52734375,4.315930709708482e-05,1.1969369649887085,3.1794066429138184,1.9645808935165405,2.1679630279541016,0.00023697836623881585,0.09983376765170762,0.07790412136819214,5.6875,0.35054993256926537
20,model.layers.2.mlp.up_proj,2,layers_00_07,up_proj,mlp,4096,11008,45088768,3.0004512154846452e-06,0.017461497336626053,0.013908869586884975,0.455078125,1.4194222785590682e-05,1.1172420978546143,1.4406827688217163,1.8309515714645386,1.8817720413208008,0.00023697836623881585,0.09983376765170762,0.07790412136819214,5.6875,0.38432468101382256
21,model.layers.2.mlp.down_proj,2,layers_00_07,down_proj,mlp,11008,4096,45088768,-7.526145395786443e-07,0.01757071353495121,0.013997687958180904,0.8984375,2.182361640734598e-05,1.8423326015472412,4.6411967277526855,1.1242766380310059,1.3839272260665894,-5.872216284620494e-06,0.013535427705969263,0.006657259906967019,4.59375,0.0023388432901959087
22,model.layers.3.self_attn.q_proj,3,layers_00_07,q_proj,attention,4096,4096,16777216,-8.3645090853679e-06,0.025188589468598366,0.018894201144576073,0.78125,0.0005590319633483887,1.5279687643051147,3.4315645694732666,1.6068905591964722,9.041772842407227,0.0009744706942171888,0.30595682705257876,0.19170089927501976,8.9375,0.6019748598337173
23,model.layers.3.self_attn.k_proj,3,layers_00_07,k_proj,attention,4096,4096,16777216,5.268288077786565e-06,0.026205088943243027,0.019452787935733795,0.41015625,0.0006135106086730957,1.5682281255722046,3.2948122024536133,1.6754472255706787,4.054792404174805,0.0009744706942171888,0.30595682705257876,0.19170089927501976,8.9375,0.5915030464529991
24,model.layers.3.self_attn.v_proj,3,layers_00_07,v_proj,attention,4096,4096,16777216,1.0761416433524573e-06,0.01360287144780159,0.010725929401814938,0.138671875,1.8835067749023438e-05,0.8630927801132202,1.3863977193832397,0.8682838082313538,0.9547548294067383,0.0009744706942171888,0.30595682705257876,0.19170089927501976,8.9375,0.7653001435101032
25,model.layers.3.self_attn.o_proj,3,layers_00_07,o_proj,attention,4096,4096,16777216,-6.909574949531816e-06,0.01330900751054287,0.010460873134434223,0.5390625,0.00014454126358032227,0.8478956818580627,5.647276878356934,0.84377121925354,1.141173005104065,-1.8998110872914253e-05,0.023738235670542954,0.011167976190336049,1.8125,0.023561351001262665
26,model.layers.3.mlp.gate_proj,3,layers_00_07,gate_proj,mlp,4096,11008,45088768,-4.189204901194898e-06,0.019003747031092644,0.015113836154341698,0.578125,6.555956497322768e-05,1.2131060361862183,3.4032225608825684,1.993687391281128,2.1504909992218018,-2.774782090853023e-05,0.1289107999999953,0.10065438452875242,3.515625,0.4623434543609619
27,model.layers.3.mlp.up_proj,3,layers_00_07,up_proj,mlp,4096,11008,45088768,3.952352017222438e-06,0.017587386071681976,0.014004543423652649,0.50390625,1.3661939192388672e-05,1.1249536275863647,1.2540247440338135,1.8443503379821777,1.89543879032135,-2.774782090853023e-05,0.1289107999999953,0.10065438452875242,3.515625,0.49361736699938774
28,model.layers.3.mlp.down_proj,3,layers_00_07,down_proj,mlp,11008,4096,45088768,5.15961392011377e-06,0.0176240224391222,0.014033450745046139,0.68359375,2.455156936775893e-05,1.847469449043274,5.427108287811279,1.1273553371429443,1.4484494924545288,1.9990059206123945e-05,0.019001880597939502,0.009842603857260804,7.09375,0.004822780919629474
29,model.layers.4.self_attn.q_proj,4,layers_00_07,q_proj,attention,4096,4096,16777216,1.7987917999562342e-06,0.026268810033798218,0.019943831488490105,0.67578125,0.00034689903259277344,1.6103339195251465,2.9790961742401123,1.6764237880706787,8.837045669555664,0.001466621709141691,0.293406460281407,0.1801870707422495,9.5625,0.5621284805238247
30,model.layers.4.self_attn.k_proj,4,layers_00_07,k_proj,attention,4096,4096,16777216,1.3538822713599075e-05,0.026825442910194397,0.02014058642089367,0.51171875,0.00044083595275878906,1.6236298084259033,3.3530118465423584,1.714316964149475,3.82964825630188,0.001466621709141691,0.293406460281407,0.1801870707422495,9.5625,0.5592115335166454
31,model.layers.4.self_attn.v_proj,4,layers_00_07,v_proj,attention,4096,4096,16777216,-3.1021177164802793e-06,0.014356493949890137,0.01138307899236679,0.142578125,1.2576580047607422e-05,0.9155761003494263,1.248631477355957,0.9167274236679077,0.9853674173355103,0.001466621709141691,0.293406460281407,0.1801870707422495,9.5625,0.7390771619975567
32,model.layers.4.self_attn.o_proj,4,layers_00_07,o_proj,attention,4096,4096,16777216,-6.554070637321274e-07,0.014046509750187397,0.011124523356556892,0.62109375,0.00012308359146118164,0.8959035277366638,5.31525182723999,0.8965200185775757,1.1946865320205688,0.00010986895096465332,0.03091000259866954,0.016125984999234788,6.53125,0.03819970786571503
33,model.layers.4.mlp.gate_proj,4,layers_00_07,gate_proj,mlp,4096,11008,45088768,-4.813143277715426e-06,0.019399456679821014,0.01538968924432993,0.51953125,7.440877379849553e-05,1.2353477478027344,2.8589119911193848,2.0352115631103516,2.20499587059021,0.00044797382570038735,0.15090908837053157,0.11700192227726802,7.40625,0.5177217125892639
34,model.layers.4.mlp.up_proj,4,layers_00_07,up_proj,mlp,4096,11008,45088768,4.507515768636949e-06,0.01746262237429619,0.01390179805457592,0.478515625,1.536968193249777e-05,1.11668062210083,1.9003409147262573,1.8313621282577515,1.8740324974060059,0.00044797382570038735,0.15090908837053157,0.11700192227726802,7.40625,0.560138400644064
35,model.layers.4.mlp.down_proj,4,layers_00_07,down_proj,mlp,11008,4096,45088768,5.497657298292324e-07,0.01741928979754448,0.013863394036889076,0.9765625,3.184828528901562e-05,1.826021432876587,5.648232460021973,1.1140637397766113,1.3224581480026245,-5.158615926223658e-05,0.027032451607058933,0.014085342122111903,11.625,0.010906410771746968
36,model.layers.5.self_attn.q_proj,5,layers_00_07,q_proj,attention,4096,4096,16777216,-7.127388016670011e-06,0.026405490934848785,0.020219998434185982,0.640625,0.00025588274002075195,1.628608226776123,2.927461624145508,1.6872509717941284,6.6441426277160645,0.002140759912208523,0.3011405199664457,0.1908036997774616,9.5625,0.5837269611656666
37,model.layers.5.self_attn.k_proj,5,layers_00_07,k_proj,attention,4096,4096,16777216,4.84049814986065e-06,0.02749028243124485,0.02080650068819523,0.333984375,0.0003668665885925293,1.6754488945007324,3.567171812057495,1.757127285003662,3.4240901470184326,0.002140759912208523,0.3011405199664457,0.1908036997774616,9.5625,0.5733814872801304
38,model.layers.5.self_attn.v_proj,5,layers_00_07,v_proj,attention,4096,4096,16777216,6.6090415202779695e-06,0.014728710986673832,0.011628092266619205,0.265625,1.1265277862548828e-05,0.9353386163711548,1.194872498512268,0.9404355883598328,1.1803075075149536,0.002140759912208523,0.3011405199664457,0.1908036997774616,9.5625,0.7506772242486477
39,model.layers.5.self_attn.o_proj,5,layers_00_07,o_proj,attention,4096,4096,16777216,-1.6741188346713898e-07,0.014410589821636677,0.011383121833205223,0.52734375,9.85860824584961e-05,0.9195873141288757,5.14446496963501,0.9166053533554077,1.1322262287139893,-0.0002759385961539351,0.04604600133045241,0.023009202268440276,2.078125,0.07314275205135345
40,model.layers.5.mlp.gate_proj,5,layers_00_07,gate_proj,mlp,4096,11008,45088768,-2.1409348846646026e-05,0.019511625170707703,0.01544273179024458,0.443359375,8.793764573056251e-05,1.2394874095916748,3.186581611633301,2.0470104217529297,2.293400764465332,0.0007090200869583896,0.1683220906861198,0.13128621620126069,5.375,0.565825805068016
41,model.layers.5.mlp.up_proj,5,layers_00_07,up_proj,mlp,4096,11008,45088768,3.0634607810497982e-06,0.017462221905589104,0.013898060657083988,0.490234375,1.621246337890625e-05,1.1164532899856567,1.4109681844711304,1.8314803838729858,1.8747071027755737,0.0007090200869583896,0.1683220906861198,0.13128621620126069,5.375,0.6051048934459686
42,model.layers.5.mlp.down_proj,5,layers_00_07,down_proj,mlp,11008,4096,45088768,9.294611231780436e-07,0.01743459142744541,0.013872997835278511,0.734375,2.8454980565584265e-05,1.8271095752716064,5.751513481140137,1.1147782802581787,1.3371734619140625,-3.995494275947093e-05,0.0319452931187257,0.018074458400004132,11.5,0.019276477569757505
43,model.layers.6.self_attn.q_proj,6,layers_00_07,q_proj,attention,4096,4096,16777216,6.792915883124806e-07,0.024919357150793076,0.01881186105310917,0.61328125,0.0006090998649597168,1.51454496383667,3.5747122764587402,1.592594861984253,6.045619487762451,0.0026999784765848744,0.3673462667759538,0.24210603651590645,11.375,0.688196200877428
44,model.layers.6.self_attn.k_proj,6,layers_00_07,k_proj,attention,4096,4096,16777216,1.793964429452899e-06,0.025414612144231796,0.01907103881239891,0.30859375,0.0006141066551208496,1.5335794687271118,3.275923013687134,1.625600814819336,2.4927000999450684,0.0026999784765848744,0.3673462667759538,0.24210603651590645,11.375,0.6846009343862534
45,model.layers.6.self_attn.v_proj,6,layers_00_07,v_proj,attention,4096,4096,16777216,5.549399020310375e-07,0.01366395689547062,0.01076210755854845,0.287109375,2.5272369384765625e-05,0.86598801612854,1.1591311693191528,0.8723878860473633,1.3937815427780151,0.0026999784765848744,0.3673462667759538,0.24210603651590645,11.375,0.816480427980423
46,model.layers.6.self_attn.o_proj,6,layers_00_07,o_proj,attention,4096,4096,16777216,-1.451849811928696e-06,0.013473409228026867,0.010615385137498379,0.60546875,0.00011169910430908203,0.8591681718826294,5.296794414520264,0.8553329110145569,1.1681511402130127,-0.0002934697958352217,0.0504690767474238,0.027522234711796045,2.84375,0.10680433735251427
47,model.layers.6.mlp.gate_proj,6,layers_00_07,gate_proj,mlp,4096,11008,45088768,-1.2534751476778183e-05,0.019844671711325645,0.01568254455924034,0.41796875,8.265916403615847e-05,1.2587867975234985,2.9167091846466064,2.081918954849243,2.450859308242798,0.0007457259335978961,0.1857228697945337,0.1446988577954471,5.8125,0.596462469547987
48,model.layers.6.mlp.up_proj,6,layers_00_07,up_proj,mlp,4096,11008,45088768,1.712112521090603e-06,0.017401384189724922,0.013848676346242428,0.56640625,1.6012856576708145e-05,1.112540602684021,1.3282928466796875,1.825135350227356,1.8860334157943726,0.0007457259335978961,0.1857228697945337,0.1446988577954471,5.8125,0.6387961767613888
49,model.layers.6.mlp.down_proj,6,layers_00_07,down_proj,mlp,11008,4096,45088768,2.7205314836464822e-06,0.0173355620354414,0.013793673366308212,0.921875,2.355353717575781e-05,1.816675066947937,5.504698276519775,1.108426809310913,1.3655931949615479,5.25141034533463e-06,0.039274776627284236,0.02238144074718273,14.4375,0.03313682245653729
50,model.layers.7.self_attn.q_proj,7,layers_00_07,q_proj,attention,4096,4096,16777216,-7.238688340294175e-06,0.024873513728380203,0.018755009397864342,0.7578125,0.0006719827651977539,1.509269118309021,3.598220109939575,1.5903233289718628,5.223045349121094,0.0030951009002819774,0.38215204701178745,0.2533555282279849,13.375,0.7028545364737511
51,model.layers.7.self_attn.k_proj,7,layers_00_07,k_proj,attention,4096,4096,16777216,-9.963170668925159e-06,0.024992065504193306,0.018807975575327873,0.31640625,0.0005101561546325684,1.5123060941696167,3.1828112602233887,1.5987462997436523,2.321805000305176,0.0030951009002819774,0.38215204701178745,0.2533555282279849,13.375,0.7014714851975441
52,model.layers.7.self_attn.v_proj,7,layers_00_07,v_proj,attention,4096,4096,16777216,2.137871433660621e-06,0.013838467188179493,0.010879161767661572,0.2255859375,3.147125244140625e-05,0.8754448890686035,1.1099514961242676,0.8833277821540833,1.6599562168121338,0.0030951009002819774,0.38215204701178745,0.2533555282279849,13.375,0.8232721276581287
53,model.layers.7.self_attn.o_proj,7,layers_00_07,o_proj,attention,4096,4096,16777216,-5.52993105884525e-06,0.01357907336205244,0.010682080872356892,0.55859375,0.0001004934310913086,0.8663402199745178,5.014594554901123,0.8603063225746155,1.3387304544448853,-0.00026189196034920315,0.05949731129807119,0.032485994379385374,3.8125,0.14230844005942345
54,model.layers.7.mlp.gate_proj,7,layers_00_07,gate_proj,mlp,4096,11008,45088768,6.70476583763957e-06,0.019833697006106377,0.01565612107515335,0.455078125,9.20850143302232e-05,1.256595253944397,3.466273546218872,2.0807623863220215,2.4921658039093018,0.001081198538543049,0.20136591460148653,0.15578783943783492,6.84375,0.6218192242085934
55,model.layers.7.mlp.up_proj,7,layers_00_07,up_proj,mlp,4096,11008,45088768,6.290984401857713e-06,0.017462708055973053,0.013897416181862354,0.35546875,1.4815219401498325e-05,1.1163508892059326,1.4698667526245117,1.8315515518188477,1.8739361763000488,0.001081198538543049,0.20136591460148653,0.15578783943783492,6.84375,0.6619194932281971
56,model.layers.7.mlp.down_proj,7,layers_00_07,down_proj,mlp,11008,4096,45088768,2.345961320315837e-06,0.017364216968417168,0.01381526980549097,0.9453125,3.0007473469595425e-05,1.8194743394851685,5.854832649230957,1.1102429628372192,1.3838618993759155,3.3207885104238175e-05,0.04550906083447058,0.02621003281498371,16.75,0.048794011737025064
57,model.layers.8.self_attn.q_proj,8,layers_08_15,q_proj,attention,4096,4096,16777216,8.694922144059092e-06,0.025118358433246613,0.018999198451638222,0.55859375,0.0008044838905334473,1.5281161069869995,4.3826212882995605,1.6064140796661377,4.483963489532471,0.0038268464650172973,0.38550009985464806,0.24931193445809186,19.75,0.6946975588798523
58,model.layers.8.self_attn.k_proj,8,layers_08_15,k_proj,attention,4096,4096,16777216,2.7812343432742637e-06,0.025263942778110504,0.019097857177257538,0.30859375,0.00047069787979125977,1.53544020652771,3.1401920318603516,1.6159850358963013,2.324723243713379,0.0038268464650172973,0.38550009985464806,0.24931193445809186,19.75,0.6933129131793976
59,model.layers.8.self_attn.v_proj,8,layers_08_15,v_proj,attention,4096,4096,16777216,2.5467647901677992e-06,0.014217041432857513,0.01122952625155449,0.2080078125,2.008676528930664e-05,0.9034321308135986,1.3553608655929565,0.9077398180961609,1.4600601196289062,0.0038268464650172973,0.38550009985464806,0.24931193445809186,19.75,0.8151961714029312
60,model.layers.8.self_attn.o_proj,8,layers_08_15,o_proj,attention,4096,4096,16777216,-8.223460667977633e-07,0.013988330960273743,0.011066923849284649,0.75390625,6.556510925292969e-05,0.893008291721344,4.566910266876221,0.8903589844703674,1.1919001340866089,0.00016757396216604548,0.07425492659797041,0.0424600274709519,2.890625,0.1934647001326084
61,model.layers.8.mlp.gate_proj,8,layers_08_15,gate_proj,mlp,4096,11008,45088768,-7.647521670151036e-06,0.019518407061696053,0.015400304459035397,0.390625,0.00010284157906426117,1.2360255718231201,3.2555928230285645,2.0476880073547363,2.514118194580078,0.001392788729191352,0.20929852719097664,0.16098367993254215,9.0625,0.6376983523368835
62,model.layers.8.mlp.up_proj,8,layers_08_15,up_proj,mlp,4096,11008,45088768,1.8039646647594054e-06,0.017679769545793533,0.014066948555409908,0.6484375,1.264172897208482e-05,1.1299819946289062,1.7746020555496216,1.8543472290039062,1.9028555154800415,0.001392788729191352,0.20929852719097664,0.16098367993254215,9.0625,0.6676707826554775
63,model.layers.8.mlp.down_proj,8,layers_08_15,down_proj,mlp,11008,4096,45088768,-2.1615462628687965e-06,0.01754685863852501,0.013956484384834766,0.796875,3.286849459982477e-05,1.838470220565796,6.1164374351501465,1.1217036247253418,1.4054255485534668,-2.7072387334281007e-05,0.04994485226978038,0.02894287017109089,28.25,0.061365146969639975
64,model.layers.9.self_attn.q_proj,9,layers_08_15,q_proj,attention,4096,4096,16777216,5.59321620130504e-07,0.02515004388988018,0.019301066175103188,0.77734375,0.0002853274345397949,1.552215576171875,2.9606716632843018,1.6085246801376343,4.378683567047119,0.003926666043753357,0.38870949424174944,0.2553290098439902,24.75,0.6982605904340744
65,model.layers.9.self_attn.k_proj,9,layers_08_15,k_proj,attention,4096,4096,16777216,1.102258829632774e-05,0.02578050084412098,0.019641781225800514,0.35546875,0.0003311634063720703,1.5796394348144531,3.085589647293091,1.6488831043243408,2.435730218887329,0.003926666043753357,0.38870949424174944,0.2553290098439902,24.75,0.6935397535562515
66,model.layers.9.self_attn.v_proj,9,layers_08_15,v_proj,attention,4096,4096,16777216,2.663281065906631e-06,0.014498928561806679,0.01144484058022499,0.2470703125,2.110004425048828e-05,0.920689582824707,1.1959946155548096,0.9257318377494812,1.8653794527053833,0.003926666043753357,0.38870949424174944,0.2553290098439902,24.75,0.8165147639811039
67,model.layers.9.self_attn.o_proj,9,layers_08_15,o_proj,attention,4096,4096,16777216,3.0724643238499993e-06,0.014302038587629795,0.011311827227473259,0.546875,6.902217864990234e-05,0.9128663539886475,4.757194519042969,0.9104912281036377,1.1240416765213013,-0.0001292986664509499,0.08564951081995659,0.051026627741521224,2.75,0.23951353505253792
68,model.layers.9.mlp.gate_proj,9,layers_08_15,gate_proj,mlp,4096,11008,45088768,-6.808232200228304e-08,0.019329391419887543,0.015231198631227016,0.375,0.0001499486534157768,1.2224408388137817,3.7128069400787354,2.0278491973876953,2.487520933151245,0.001387471060368739,0.21712000234103115,0.16654627432581037,11.5625,0.6517165005207062
69,model.layers.9.mlp.up_proj,9,layers_08_15,up_proj,mlp,4096,11008,45088768,-1.5339121546276147e-06,0.01779949478805065,0.014159330166876316,0.609375,1.281915683648549e-05,1.1373929977416992,1.9225873947143555,1.8668804168701172,1.9191962480545044,0.001387471060368739,0.21712000234103115,0.16654627432581037,11.5625,0.6756536364555359
70,model.layers.9.mlp.down_proj,9,layers_08_15,down_proj,mlp,11008,4096,45088768,2.0985696664865827e-06,0.017667733132839203,0.014046933501958847,0.6640625,3.171521530020982e-05,1.8511466979980469,6.182586669921875,1.1290907859802246,1.7123621702194214,-7.399513678729967e-05,0.05332607594220413,0.031361601791929365,16.5,0.07332230030104171
71,model.layers.10.self_attn.q_proj,10,layers_08_15,q_proj,attention,4096,4096,16777216,4.006645212939475e-06,0.025115855038166046,0.019175110384821892,0.462890625,0.0002816915512084961,1.5411875247955322,3.079268217086792,1.6064783334732056,3.8112804889678955,0.0038805475203389506,0.39537423244434017,0.25815844582393765,33.5,0.7033419571816921
72,model.layers.10.self_attn.k_proj,10,layers_08_15,k_proj,attention,4096,4096,16777216,3.816792741417885e-06,0.025884347036480904,0.019562065601348877,0.29296875,0.0003941059112548828,1.572756290435791,3.0448062419891357,1.6553544998168945,2.5467121601104736,0.0038805475203389506,0.39537423244434017,0.25815844582393765,33.5,0.6976727545261383
73,model.layers.10.self_attn.v_proj,10,layers_08_15,v_proj,attention,4096,4096,16777216,4.1837492972263135e-06,0.014355127699673176,0.011361104436218739,0.259765625,2.777576446533203e-05,0.9138755202293396,1.1956623792648315,0.9164561629295349,2.306495428085327,0.0038805475203389506,0.39537423244434017,0.25815844582393765,33.5,0.8196064680814743
74,model.layers.10.self_attn.o_proj,10,layers_08_15,o_proj,attention,4096,4096,16777216,1.0362699867982883e-05,0.014241639524698257,0.011291654780507088,0.4140625,5.269050598144531e-05,0.9096977710723877,3.924699068069458,0.9080239534378052,1.1339753866195679,0.00012255242094738605,0.10027755599661736,0.06285452784504741,3.953125,0.3046964481472969
75,model.layers.10.mlp.gate_proj,10,layers_08_15,gate_proj,mlp,4096,11008,45088768,-1.631375926081091e-05,0.019269142299890518,0.015128702856600285,0.52734375,0.00024478379054926336,1.2143759727478027,3.803403377532959,2.0215659141540527,2.4875876903533936,0.0015320100112461432,0.22210929180995723,0.17031402979046106,6.4375,0.6619456447660923
76,model.layers.10.mlp.up_proj,10,layers_08_15,up_proj,mlp,4096,11008,45088768,1.6069602679635864e-06,0.017986629158258438,0.014302960596978664,0.392578125,1.4704327440995257e-05,1.148880124092102,1.55735182762146,1.8865680694580078,1.9343438148498535,0.0015320100112461432,0.22210929180995723,0.17031402979046106,6.4375,0.6789526157081127
77,model.layers.10.mlp.down_proj,10,layers_08_15,down_proj,mlp,11008,4096,45088768,9.231469562109851e-07,0.017818868160247803,0.014164339751005173,1.0234375,2.991875953739509e-05,1.867080807685852,5.943995952606201,1.13840913772583,1.470892310142517,-0.00010268881923165345,0.05633089641733408,0.03342303022915541,11.375,0.08257392395374387
78,model.layers.11.self_attn.q_proj,11,layers_08_15,q_proj,attention,4096,4096,16777216,1.2828390026697889e-05,0.023869667202234268,0.01788051798939705,0.609375,0.0010294914245605469,1.43745756149292,4.118111610412598,1.5267155170440674,3.7522764205932617,0.004282553269149503,0.42728334201087137,0.2859619490336627,27.25,0.7489336021244526
79,model.layers.11.self_attn.k_proj,11,layers_08_15,k_proj,attention,4096,4096,16777216,-8.133804385579424e-08,0.023801522329449654,0.01782408356666565,0.279296875,0.0007163882255554199,1.4332164525985718,3.066028118133545,1.5219972133636475,2.3947174549102783,0.004282553269149503,0.42728334201087137,0.2859619490336627,27.25,0.7489336021244526
80,model.layers.11.self_attn.v_proj,11,layers_08_15,v_proj,attention,4096,4096,16777216,-2.5727545107656624e-06,0.01496933400630951,0.01180756650865078,0.298828125,3.635883331298828e-05,0.9504443407058716,1.2308814525604248,0.9553393721580505,2.39507794380188,0.004282553269149503,0.42728334201087137,0.2859619490336627,27.25,0.8303800784051418
