module_name,from_method,to_method,latency_delta_ms,quality_delta
model.language_model.layers.1.self_attn.v_proj,dense_bf16,sparse_bf16,-0.656825,0.00026601300941416986
model.language_model.layers.4.self_attn.q_proj,dense_bf16,sparse_bf16,-0.656825,0.0002158930165067037
model.language_model.layers.5.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,9.014698968893016e-05
model.language_model.layers.6.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00010934394491905957
model.language_model.layers.6.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,8.179867355568848e-05
model.language_model.layers.7.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00012359096756646594
model.language_model.layers.7.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,8.959670737847815e-05
model.language_model.layers.8.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.0001273097321992242
model.language_model.layers.8.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,8.938898258714464e-05
model.language_model.layers.9.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.0001290407798013737
model.language_model.layers.9.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,9.04419079707542e-05
model.language_model.layers.10.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00012953953574382245
model.language_model.layers.10.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,9.55990592457013e-05
model.language_model.layers.10.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.0002215212341056443
model.language_model.layers.11.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00014904389784456553
model.language_model.layers.11.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00010647527774179468
model.language_model.layers.12.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00015305952266092643
model.language_model.layers.12.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.0001127784719310173
model.language_model.layers.12.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.0002437468898715113
model.language_model.layers.13.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00015333704677046695
model.language_model.layers.14.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00011363216859378985
model.language_model.layers.15.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00014795680064005952
model.language_model.layers.15.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00011444439835462831
model.language_model.layers.16.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.000114091641883491
model.language_model.layers.17.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.000123472838355386
model.language_model.layers.17.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.00019773340337253255
model.language_model.layers.18.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00015783392750926573
model.language_model.layers.18.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00012347990669441048
model.language_model.layers.18.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.0001785725868137301
model.language_model.layers.19.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00011220091881636117
model.language_model.layers.20.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00014652121688032058
model.language_model.layers.20.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00012026222398489669
model.language_model.layers.21.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.0001492623839982555
model.language_model.layers.21.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00011932885106660908
model.language_model.layers.21.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.00025269775347508004
model.language_model.layers.22.self_attn.q_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00014983632370365682
model.language_model.layers.22.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00012581447878882177
model.language_model.layers.22.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.0002616960720302598
model.language_model.layers.23.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.00013948655100661853
model.language_model.layers.23.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.0002502526218299109
model.language_model.layers.24.self_attn.k_proj,dense_bf16,sparse_bf16,-0.656825,0.0003118671783983823
model.language_model.layers.25.self_attn.k_proj,dense_bf16,dense_nvfp4,-0.35333799999999993,0.000154254706855992
model.language_model.layers.25.mlp.down_proj,dense_nvfp4,sparse_bf16,-0.4618466160738095,0.00024249555385596485
